Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genre
Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",76,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,4,hiphop
EllMatic,Before It's Over,36,0.824,0.348,11,-11.937,0,0.462,0.28,0.0,0.0986,0.897,90.978,190549,4,hiphop
Anoyd,World On Silent,43,0.669,0.727,1,-4.98,1,0.204,0.0177,0.0,0.0753,0.601,131.028,195918,5,hiphop
KA$HDAMI,Look N The Mirror!,68,0.68,0.679,11,-9.303,0,0.323,0.868,2.14e-06,0.0981,0.657,95.998,85521,3,hiphop
Promoting Sounds,Memory,66,0.748,0.694,1,-7.616,1,0.0861,0.0616,0.000167,0.331,0.197,115.044,134609,4,hiphop
Ace Hood,Hustle Hard Remix,46,0.831,0.74,1,-3.723,1,0.152,0.00557,0.0,0.316,0.21,140.041,285800,4,hiphop
Jeru The Damaja,Ya Playin' Yaself,53,0.858,0.767,7,-8.645,1,0.302,0.00666,0.0,0.0489,0.753,91.522,226800,4,hiphop
Moneybagg Yo,Wockesha,75,0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,180930,4,hiphop
Kai Ca$h,Gilmore,36,0.723,0.598,11,-8.146,0,0.215,0.489,0.0,0.168,0.641,139.929,180271,4,hiphop
TheHxliday,MiSSed Calls,45,0.704,0.491,8,-6.831,1,0.0591,0.0266,0.0,0.338,0.123,137.036,247080,4,hiphop
Denzel Curry,So.Incredible.pkg [Robert Glasper Version Feat. Smino],56,0.66,0.816,10,-5.993,0,0.366,0.383,0.0,0.414,0.853,88.323,195630,4,hiphop
AlienBlaze,Hate Me,34,0.708,0.307,1,-15.327,1,0.0669,0.783,0.000321,0.0894,0.192,107.953,166139,4,indie
Death Cab for Cutie,Waterfalls,0,0.483,0.436,8,-8.734,1,0.0389,0.663,0.000586,0.103,0.241,171.842,264160,4,indie
The Jesus and Mary Chain,April Skies,54,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239621,4,indie
The Catheters,Nothing,38,0.198,0.964,0,-3.874,1,0.21,0.000245,0.00321,0.172,0.191,163.424,214467,4,indie
Annie Taylor,Where The Grass Is Greener,25,0.625,0.728,9,-8.276,1,0.0263,0.0553,0.466,0.129,0.868,110.005,221389,4,indie
COOL BOY,The Weekend,27,0.432,0.588,10,-11.736,1,0.0512,0.089,0.00794,0.19,0.378,171.909,199206,4,indie
Leon Bridges,Motorbike,67,0.721,0.485,5,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027,188617,4,indie
Baltra,Baby,31,0.71,0.875,6,-6.983,1,0.0426,0.366,0.421,0.164,0.582,123.01,318680,4,indie
Carlos Cipa,Surges (variation),47,0.41,0.0123,0,-29.161,0,0.0419,0.993,0.9,0.0871,0.0355,119.505,320000,4,indie
C. Diab,Love,62,0.709,0.57,4,-9.574,0,0.352,0.9,0.0,0.0784,0.605,80.003,150073,4,indie
Travis,Baby One More Time - In Session,41,0.532,0.347,2,-8.946,1,0.031,0.746,0.0,0.675,0.25,170.171,212400,4,indie
Alvvays,"Archie, Marry Me",62,0.27,0.83,7,-4.592,1,0.0741,0.00956,0.434,0.142,0.205,117.314,196560,4,indie
Koevary,שבלונה,20,0.621,0.787,6,-5.149,0,0.0383,0.0199,0.0,0.566,0.589,128.941,187827,4,indie
Weezer,Say It Ain't So,4,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,258827,4,indie
BarbWalters,Emotions,20,0.685,0.908,10,-8.086,0,0.157,0.0144,0.000129,0.252,0.688,120.056,216000,4,indie
The Ting Tings,Shut Up and Let Me Go,54,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,171227,4,indie
Biffy Clyro,End Of,42,0.474,0.956,2,-4.442,0,0.0809,0.00124,0.000597,0.114,0.589,168.148,277427,3,indie
Sports Team,Going Soft,37,0.566,0.882,2,-3.597,1,0.0372,0.00112,0.00877,0.0552,0.814,134.973,203400,4,indie
Sheygets,מרלין מונרו,31,0.375,2.03e-05,1,-4.593,1,0.0638,0.221,0.000252,0.133,0.123,105.77,790093,4,indie
chloe moriondo,I Want To Be With You,1,0.746,0.434,4,-6.981,1,0.0388,0.0222,8.21e-06,0.101,0.389,119.974,178373,4,indie
Hotel Pools,Lynx,41,0.635,0.574,11,-9.485,1,0.067,0.0564,0.38,0.103,0.558,171.99,201933,4,indie
PRONOUN,I WANNA DIE BUT I CAN’T (CUZ I GOTTA KEEP LIVING),47,0.505,0.928,5,-5.457,0,0.0319,0.000193,0.134,0.205,0.513,138.023,170080,4,indie
The Sanctuary,hold on,0,0.704,0.81,0,-6.398,0,0.0583,0.0482,0.735,0.0768,0.27,127.001,208897,4,indie
Sarah Hennies,Growing Block,6,0.31,0.23,7,-28.322,0,0.203,0.799,0.109,0.349,0.115,77.047,430577,5,indie
Patricia Brennan,Improvisation VI,2,0.33,0.0679,1,-24.253,1,0.0671,0.951,0.945,0.111,0.0342,105.612,200235,4,indie
Luna Delirious,Valentine,43,0.361,0.231,4,-9.684,0,0.0375,0.924,0.0,0.17,0.359,167.544,130339,4,indie
Faraway Friends,Spring,36,0.697,0.567,7,-7.628,1,0.0686,0.336,0.000176,0.193,0.168,94.991,194480,4,indie
Cassandra Jenkins,Michelangelo,42,0.564,0.368,7,-10.228,1,0.0281,0.587,0.681,0.18,0.544,139.01,209837,4,indie
Ganser,Self Service - Adam Faulkner / Girl Band Remix,9,0.185,0.865,9,-10.522,1,0.0576,0.000632,0.807,0.112,0.0789,84.031,207465,3,indie
L.A. WITCH,True Believers,28,0.26,0.837,9,-3.526,1,0.0455,0.00172,0.685,0.0604,0.486,185.972,121560,4,indie
Massive Attack,Paradise Circus,62,0.81,0.591,8,-13.385,1,0.0638,0.414,0.799,0.072,0.297,136.028,297775,4,indie
Aura Blum,Dolor,29,0.533,0.562,6,-6.664,0,0.0247,0.526,0.616,0.182,0.278,103.055,196408,4,indie
The Brian Jonestown Massacre,Bout des doigts,44,0.508,0.902,6,-6.886,0,0.03,0.00131,0.796,0.111,0.557,103.71,426332,4,indie
Robert Robert,La nuit se plaindre,35,0.681,0.698,8,-7.384,0,0.0914,0.5,1.96e-05,0.277,0.697,94.059,252630,4,indie
Slow Pulp,Steel Birds,39,0.581,0.432,2,-7.305,1,0.0262,0.461,0.00127,0.0972,0.253,140.062,203500,4,indie
Tupperwave,Hotel Euphoria,36,0.587,0.649,5,-8.013,1,0.0379,0.0689,0.000135,0.772,0.578,120.259,68034,4,indie
Mexican Institute Of Sound,El Antídoto,37,0.638,0.688,7,-7.672,1,0.161,0.0936,0.000159,0.116,0.59,172.203,181768,4,indie
Slowdive,Alison,60,0.276,0.449,4,-11.428,1,0.0375,0.00782,0.783,0.108,0.278,101.687,230987,4,indie
St. Vincent,The Melting Of The Sun,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,indie
Arca,KLK,52,0.798,0.873,10,-6.732,0,0.0908,0.064,5.17e-05,0.764,0.846,98.017,227402,4,indie
Bat For Lashes,Daniel,55,0.593,0.658,8,-8.393,0,0.0364,0.0118,0.0204,0.137,0.422,135.053,251120,4,indie
The Temper Trap,Sweet Disposition,70,0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,234360,4,indie
Calica,Little Girl,47,0.58,0.712,2,-8.514,1,0.0318,0.611,2.27e-05,0.196,0.33,110.007,202909,4,indie
bl00dwave,Far from Here,24,0.477,0.585,8,-8.717,1,0.0394,0.411,0.255,0.12,0.0337,170.022,191993,4,indie
joey maxwell,too much,33,0.608,0.844,3,-7.486,1,0.0437,0.311,0.0264,0.0982,0.499,136.1,172813,4,indie
IDLES,Danny Nedelko,52,0.402,0.931,6,-4.455,1,0.0562,0.000277,0.00403,0.243,0.32,102.185,204844,4,indie
Broken Bells,The High Road,65,0.61,0.638,0,-6.574,1,0.0238,0.0672,6.59e-06,0.283,0.603,79.955,232200,4,indie
Appleby,Half Life,0,0.662,0.861,1,-5.462,1,0.0453,0.00446,0.0654,0.122,0.38,152.012,187759,4,indie
Waxahatchee,Fire,55,0.5,0.451,7,-11.81,1,0.0529,0.674,6.93e-06,0.138,0.186,84.566,217373,4,indie
The White Stripes,Fell In Love With A Girl,71,0.323,0.982,9,-1.742,0,0.113,0.706,5.93e-05,0.853,0.365,95.517,110093,4,indie
Justice,D.A.N.C.E.,66,0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,242267,4,indie
CHVRCHES,He Said She Said,56,0.574,0.625,7,-6.249,1,0.0304,0.0366,0.000243,0.114,0.281,126.923,189385,4,indie
The Neighbourhood,Lost in Translation,64,0.568,0.891,0,-5.786,1,0.0376,0.000896,0.000137,0.357,0.522,104.954,190227,4,indie
The OBGMs,Outsah,32,0.46,0.949,7,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113752,4,indie
Softcult,Take It Off,47,0.646,0.669,6,-7.31,0,0.0275,0.0148,0.000115,0.373,0.484,114.999,191685,4,indie
Pulp,Disco 2000,65,0.565,0.902,7,-7.579,0,0.0725,0.0132,0.0,0.0561,0.544,133.11,273573,4,indie
Psychic Ills,I Don't Mind,41,0.191,0.376,1,-9.946,1,0.0341,0.47,0.775,0.104,0.194,159.53,280720,3,indie
Yelle,Noir - Radio Edit,42,0.848,0.496,6,-7.738,1,0.0647,0.00079,0.00843,0.0777,0.903,121.047,161653,4,indie
Future Islands,For Sure,59,0.587,0.766,10,-5.735,1,0.0305,0.0406,0.249,0.0833,0.758,134.977,205246,4,indie
Yeah Yeah Yeahs,Heads Will Roll,67,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000,4,indie
Petey,California (Prius Edition),37,0.679,0.246,2,-13.997,1,0.0423,0.91,0.0011,0.0765,0.216,115.114,238880,4,indie
Metronomy,Lately,53,0.669,0.674,8,-7.891,1,0.0603,0.0455,0.146,0.112,0.313,160.023,194640,4,indie
The Marías,Hush,65,0.846,0.431,5,-6.549,0,0.0351,0.071,0.176,0.0861,0.684,93.038,181893,4,indie
Still Woozy,Goodie Bag,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,indie
Beach Bunny,Cloud 9,86,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,indie
Let's Eat Grandma,Hot Pink,44,0.716,0.552,0,-6.927,0,0.0863,0.202,0.0,0.0942,0.181,103.002,248977,4,indie
Jessie Ware,Please - Single Edit,63,0.665,0.69,7,-7.275,1,0.0369,0.0325,0.0147,0.116,0.454,120.032,219933,4,indie
Jay Arner,Earth to Jay,32,0.793,0.469,11,-8.108,1,0.0579,0.0538,0.149,0.104,0.939,101.995,240573,4,indie
Arctic Monkeys,Fake Tales Of San Francisco,63,0.454,0.778,9,-4.225,1,0.0449,0.00998,0.0,0.0427,0.704,127.158,177947,4,indie
Remi Wolf,Photo ID (with Dominic Fike),67,0.747,0.822,1,-5.15,1,0.0893,0.192,0.0,0.288,0.862,115.937,207927,4,indie
Booka Shade,Hope,46,0.608,0.648,8,-9.342,1,0.0358,0.00073,0.834,0.0923,0.361,121.997,371500,4,indie
Matilda Mann,Paper Mache World,50,0.479,0.754,2,-5.818,1,0.0849,0.455,5.82e-06,0.127,0.575,180.109,179083,4,indie
Pom Pom Squad,Head Cheerleader,44,0.525,0.922,7,-6.136,1,0.0735,0.000167,3.5e-06,0.77,0.494,142.971,188243,4,indie
Television,Marquee Moon - Remastered,47,0.494,0.657,7,-7.543,1,0.0397,0.0632,0.449,0.0849,0.737,118.194,645000,4,indie
L.A. Sunday,Pillars,27,0.696,0.319,8,-16.729,0,0.0624,0.502,0.0237,0.116,0.382,144.024,260000,4,indie
my bloody valentine,Soon,50,0.431,0.927,6,-9.072,0,0.0432,5.99e-06,0.869,0.42,0.632,109.55,419307,4,indie
Cigar Cigarette,Time After Time,60,0.378,0.533,10,-8.843,1,0.0279,0.479,0.508,0.131,0.285,75.927,290630,4,indie
Huron John,Garbage,38,0.795,0.644,11,-7.521,0,0.0319,0.28,0.735,0.201,0.804,119.01,197145,4,indie
Sam Ezeh,Sapphire Alley,47,0.675,0.622,10,-6.251,1,0.0234,0.247,0.45,0.107,0.662,108.002,202778,4,indie
Gaspard Augé,Force majeure,58,0.578,0.696,1,-6.866,1,0.0307,4.85e-05,0.874,0.142,0.219,119.999,206118,4,indie
Jade Bird,Headstart,60,0.536,0.704,10,-7.612,1,0.0417,0.0932,0.0,0.227,0.702,103.134,142819,4,indie
bad tuner,Back To Me,34,0.689,0.72,9,-6.85,1,0.0365,0.00244,0.00272,0.111,0.399,120.0,185492,4,indie
alt-J,Every Other Freckle,55,0.527,0.704,9,-7.632,1,0.0821,0.626,0.0402,0.117,0.516,143.884,216004,4,indie
Dance With the Dead,Invader,50,0.528,0.864,11,-5.702,0,0.0441,0.000332,0.869,0.0702,0.159,126.012,274286,4,indie
Briston Maroney,Freeway,46,0.565,0.545,7,-9.549,1,0.0358,0.0289,3.4e-06,0.161,0.592,79.988,251027,4,indie
Phani Narayana,Kondalalo Nelakonna,15,0.669,0.31,5,-11.795,0,0.0339,0.918,0.827,0.122,0.279,143.904,442854,4,indie
The Killers,Mr. Brightside,82,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4,indie
Yeah Yeah Yeahs,Maps,68,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,4,indie
Björk,Stonemilker,39,0.133,0.257,2,-13.545,1,0.0317,0.12,0.00608,0.1,0.0501,82.163,409320,5,indie
Part-Time Friends,Paris en août,37,0.709,0.554,0,-9.802,1,0.0734,0.375,0.000796,0.108,0.631,138.117,210147,4,indie
Catfish and the Bottlemen,Kathleen,65,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,160886,4,indie
Miynt,A bite of papaya,47,0.743,0.741,7,-5.717,1,0.0415,0.121,0.0692,0.0836,0.508,107.958,257033,4,indie
Rhye,Safeword,56,0.764,0.501,0,-10.842,1,0.0378,0.311,0.192,0.111,0.427,106.961,174147,4,indie
Труд,Друг,38,0.421,0.903,6,-3.213,0,0.0569,0.000385,0.86,0.136,0.913,138.436,208562,4,indie
Katy Kirby,Cool Dry Place,42,0.412,0.348,4,-10.229,1,0.029,0.255,0.00145,0.103,0.427,137.469,300587,4,indie
Phoebe Bridgers,Funeral,64,0.215,0.263,11,-14.416,1,0.0378,0.947,0.00028,0.0919,0.307,172.332,232373,4,indie
Bendigo Fletcher,Evergreen,43,0.237,0.658,4,-7.813,1,0.0335,0.136,3e-05,0.142,0.267,158.351,280827,4,indie
Vistas,Start Again,48,0.609,0.895,2,-2.809,1,0.0375,0.000324,0.000438,0.0831,0.368,123.044,177560,4,indie
Bombay Bicycle Club,Shuffle,61,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,235293,4,indie
Turnover,Super Natural,55,0.652,0.662,5,-7.926,1,0.0283,0.203,0.206,0.0977,0.539,121.027,257860,4,indie
Saint Motel,It's All Happening,55,0.618,0.662,0,-4.797,1,0.0262,0.0028,0.000724,0.107,0.398,127.985,180187,4,alternative
? & The Mysterians,96 Tears,44,0.681,0.499,7,-6.894,1,0.034,0.0589,6.39e-06,0.0743,0.841,123.458,177427,4,alternative
ROMES,Chillthefuckout.,0,0.671,0.756,2,-5.914,1,0.0504,0.00178,0.00224,0.273,0.277,110.016,167000,4,alternative
USS (Ubiquitous Synergy Seeker),Feel Alive,42,0.558,0.658,11,-7.661,1,0.0535,0.0298,0.0,0.135,0.519,122.031,226669,4,alternative
Barry Can't Swim,Lone Raver,38,0.731,0.602,8,-12.526,1,0.0526,0.496,0.584,0.0916,0.194,128.065,257299,4,alternative
The Knickerbockers,Lies (are breaking my heart),34,0.491,0.696,9,-10.114,1,0.0301,0.707,0.0,0.211,0.893,144.765,165360,4,alternative
Jade Bird,Headstart,60,0.536,0.704,10,-7.612,1,0.0417,0.0932,0.0,0.227,0.702,103.134,142819,4,alternative
Nubiyan Twist,Buckle Up,49,0.677,0.616,1,-6.577,0,0.0873,0.45,0.0011,0.107,0.562,96.968,302733,4,alternative
Ron Gallo,Kill the Medicine Man,32,0.41,0.823,9,-6.237,1,0.0655,0.0554,0.000215,0.154,0.284,90.471,153717,4,alternative
In The Whale,Drug Dealer,32,0.275,0.933,2,-5.14,0,0.0879,6.86e-05,0.0457,0.206,0.164,100.47,169284,4,alternative
K.Flay,Four Letter Words,61,0.696,0.83,8,-4.866,1,0.146,0.0717,2.39e-06,0.171,0.677,138.057,147562,4,alternative
Jools,How Can Some Experience What Pride Is Without Liberation for All?,40,0.477,0.941,8,-4.152,1,0.0623,0.00287,0.00108,0.123,0.466,74.959,212743,4,alternative
Howler,Back of Your Neck,33,0.552,0.936,11,-2.93,1,0.28,0.314,0.0129,0.105,0.222,166.849,222573,4,alternative
Matty,Videogames,41,0.431,0.451,1,-9.064,1,0.0299,0.858,0.267,0.136,0.257,141.406,257329,4,alternative
Jefferson Airplane,White Rabbit,69,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,alternative
EKKSTACY,i walk this earth all by myself,65,0.595,0.588,10,-11.313,1,0.0624,0.507,0.781,0.113,0.518,166.061,145634,4,alternative
Nada Surf,Popular,53,0.444,0.884,7,-6.104,1,0.119,0.00751,8.94e-05,0.116,0.296,94.82,220587,4,alternative
Mndsgn,Slowdance,37,0.481,0.488,1,-9.776,0,0.0524,0.0589,0.42,0.136,0.177,137.967,315799,1,alternative
The Smiths,How Soon Is Now? - 2008 Remaster,53,0.55,0.941,1,-5.721,0,0.0413,0.000872,0.0854,0.101,0.746,95.409,406987,4,alternative
The Bright Light Social Hour,Sun King,40,0.556,0.683,1,-9.149,0,0.0374,0.101,0.0577,0.229,0.694,101.006,190135,4,alternative
Skrillex,Too Bizarre (with Swae Lee & Siiickbrain),68,0.666,0.723,6,-5.104,0,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733,4,alternative
Boy Destroy,Favourite,41,0.6,0.732,7,-3.848,0,0.0297,0.00713,0.0,0.242,0.453,141.926,188880,4,alternative
Bloc Party,Banquet,64,0.575,0.936,10,-4.913,0,0.0512,0.000128,0.0146,0.0828,0.879,150.234,201360,4,alternative
Black Grape,Reverend Black Grape,41,0.606,0.923,8,-6.842,1,0.0661,0.000676,0.00289,0.081,0.599,108.107,313067,4,alternative
Khruangbin,Summer Madness,59,0.504,0.323,6,-12.442,0,0.0481,0.382,0.835,0.373,0.453,79.654,201917,4,alternative
The Rapture,How Deep Is Your Love?,52,0.472,0.826,9,-3.938,0,0.0594,0.000617,0.000713,0.187,0.132,122.326,385920,4,alternative
The Libertines,Time For Heroes,56,0.344,0.925,2,-4.157,1,0.0554,0.0106,0.000211,0.0136,0.712,152.395,160280,4,alternative
RINSE,Back Into Your Arms,37,0.5,0.794,3,-7.579,1,0.029,0.00478,0.00582,0.0926,0.257,90.007,263801,4,alternative
Jacques Greene,Promise,43,0.565,0.468,8,-8.959,0,0.047,0.794,0.905,0.216,0.079,155.006,209806,4,alternative
U2,I Will Follow,58,0.36,0.909,8,-6.827,1,0.0663,0.000347,3.28e-05,0.282,0.647,155.293,217387,4,alternative
Vampire Weekend,A-Punk,70,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,4,alternative
T. Rex,20th Century Boy - 2012 Remaster,54,0.426,0.954,9,-6.121,1,0.0474,0.00144,0.0,0.149,0.721,135.302,218666,4,alternative
The Bees,A Minha Menina,44,0.521,0.808,9,-8.201,0,0.052,0.805,0.0105,0.227,0.834,98.867,170733,4,alternative
LUNA AURA,HONEY,55,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65e-06,0.0664,0.451,119.017,155680,4,alternative
cleopatrick,hometown,63,0.315,0.826,7,-4.314,0,0.0636,0.00064,0.000687,0.0703,0.359,139.161,256072,4,alternative
Talibah Safiya,Animal Kingdom,35,0.719,0.625,8,-11.06,1,0.0441,0.116,0.000401,0.0314,0.791,121.672,214728,4,alternative
Caleb Elliott,Makes Me Wonder,33,0.636,0.51,2,-8.955,0,0.0244,0.0688,0.371,0.131,0.718,84.198,213440,4,alternative
The Pretty Things,She's a Lover,38,0.439,0.795,2,-9.424,1,0.0314,0.00407,0.00114,0.296,0.789,84.846,212067,4,alternative
ufo ufo,Strange Clouds,53,0.653,0.722,4,-7.3,1,0.0292,0.0571,0.0492,0.107,0.888,128.018,206240,4,alternative
The Wombats,Let's Dance to Joy Division,2,0.398,0.838,4,-6.679,1,0.102,0.00127,0.0,0.576,0.747,116.913,191293,4,alternative
Krystal Klear,Piano Banana,0,0.803,0.941,10,-9.902,1,0.126,5.18e-05,0.917,0.105,0.389,127.011,242090,4,alternative
Angela Muñoz,Can I Get Your Name,45,0.569,0.465,0,-7.294,1,0.0317,0.632,0.00988,0.113,0.321,74.955,237827,4,alternative
Julian Cope,World Shut Your Mouth,46,0.642,0.82,9,-6.789,0,0.0619,0.0128,1.16e-06,0.299,0.782,126.25,215000,4,alternative
Jealous of the Birds,Young Neanderthal,34,0.549,0.867,2,-4.666,1,0.0371,0.0108,4.46e-06,0.171,0.486,110.032,186760,4,alternative
Altin Gün,Leyla,43,0.462,0.753,1,-9.086,1,0.0343,0.0136,0.695,0.151,0.858,96.44,197754,4,alternative
Savannah Conley,Being Around You,26,0.598,0.591,8,-5.387,1,0.0262,0.179,0.00066,0.0714,0.467,93.071,178484,3,alternative
Patti Smith,People Have the Power,51,0.622,0.737,2,-9.296,1,0.0289,0.0349,4.6e-06,0.318,0.742,130.255,310400,4,alternative
Maybird,Turning Into Water,43,0.446,0.658,7,-6.746,1,0.0362,0.00209,0.00694,0.241,0.635,127.048,201403,4,alternative
Colony House,O YA,47,0.502,0.96,6,-4.523,1,0.143,0.288,0.000254,0.676,0.438,76.04,260000,4,alternative
Psychic Temple,You Ain't a Star,29,0.448,0.595,11,-7.73,0,0.0298,0.105,0.25,0.2,0.772,167.371,189893,4,alternative
Reginald Omas Mamode IV,400 Years,37,0.782,0.515,0,-12.48,1,0.079,0.0339,0.00902,0.089,0.451,118.543,192783,4,alternative
TDJ,Open Air,37,0.667,0.51,1,-10.133,1,0.0436,0.176,0.00283,0.0857,0.16,141.077,251555,4,alternative
Satellite Citi,Getaway,26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,219141,4,alternative
New Order,Age of Consent - 2015 Remaster,67,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,315333,4,alternative
Nia Archives,Headz Gone West,48,0.609,0.868,7,-4.975,1,0.101,0.205,0.00129,0.106,0.705,175.11,142629,4,alternative
In Tua Nua,Seven Into The Sea,6,0.477,0.615,11,-14.173,0,0.0549,0.00369,0.239,0.519,0.393,130.716,342573,4,alternative
The Coral,Pass It On,53,0.395,0.727,7,-6.015,1,0.0375,0.282,7.12e-06,0.0683,0.872,179.097,139133,4,alternative
Jill Andrews,Gimme the Beat Back,36,0.709,0.692,2,-7.365,1,0.0362,0.126,0.000748,0.0695,0.645,94.013,165133,4,alternative
Crumb,BNR,55,0.642,0.604,9,-8.412,1,0.0292,0.281,0.55,0.115,0.389,101.539,181360,4,alternative
Gary Numan,Are 'Friends' Electric?,34,0.423,0.748,5,-9.832,1,0.0387,0.0303,0.223,0.169,0.429,93.973,325200,4,alternative
Frameworks,Cusp - Edit,37,0.733,0.726,5,-9.894,0,0.0366,0.278,0.83,0.173,0.0823,117.991,249080,4,alternative
Jacob Banks,Parade,54,0.574,0.691,6,-7.805,0,0.0336,0.0142,0.000431,0.169,0.767,95.009,136632,4,alternative
Cherym,Kisses On My Cards,25,0.459,0.953,4,-5.578,1,0.0724,0.000121,0.0933,0.135,0.512,142.003,189248,4,alternative
salute,Want U There,44,0.623,0.965,6,-3.157,0,0.376,0.00135,2.44e-06,0.482,0.346,134.066,176506,4,alternative
Parquet Courts,Master Of My Craft,29,0.166,0.861,2,-6.761,1,0.0651,0.0267,0.842,0.605,0.523,187.544,190347,4,alternative
Tony Anderson,Éclosion,50,0.514,0.174,9,-28.958,0,0.0544,0.965,0.964,0.0998,0.513,150.056,295200,4,alternative
Pearl Jam,Alive,75,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907,4,alternative
Miss Grit,Impostor,39,0.323,0.672,4,-7.079,1,0.0386,0.269,0.217,0.198,0.0545,148.143,265836,4,alternative
The Strokes,Reptilia,75,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,219827,4,alternative
"nothing,nowhere.",fake friend,64,0.472,0.849,4,-3.738,1,0.0315,0.00362,0.0,0.0973,0.31,144.065,169451,4,alternative
Data,Rapture,27,0.541,0.882,3,-3.929,0,0.219,0.158,0.0,0.079,0.423,142.867,218373,4,alternative
Calva Louise,Belicoso,39,0.534,0.868,9,-8.532,1,0.0634,0.000776,0.000342,0.358,0.372,140.06,169710,4,alternative
This Is The Kit,Coming to Get You Nowhere,49,0.688,0.523,7,-10.659,1,0.0401,0.898,0.375,0.127,0.864,94.89,200480,4,alternative
Built To Spill,Carry the Zero,57,0.264,0.812,4,-5.651,1,0.031,1.35e-05,0.108,0.0962,0.458,94.095,343893,4,alternative
Tiberius b,Big Deal,43,0.696,0.571,1,-5.472,1,0.0545,0.0285,0.0,0.0917,0.456,136.036,258337,4,alternative
The Hunna,Bad Place,56,0.648,0.564,9,-3.972,1,0.0322,0.216,0.0,0.0854,0.357,132.932,139729,4,alternative
Big Ups,Goes Black,31,0.377,0.976,6,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,141560,4,alternative
Noah Cunane,F*CK ABOUT IT,49,0.364,0.936,9,-4.281,1,0.146,0.000626,2.5e-06,0.427,0.579,180.191,100608,4,alternative
Lene Lovich,Lucky Number,43,0.669,0.733,5,-10.495,1,0.0494,0.0205,0.000224,0.042,0.833,153.778,171093,4,alternative
Ashley Monroe,Til It Breaks,48,0.712,0.354,1,-7.814,0,0.0309,0.386,1.14e-05,0.116,0.528,133.969,201520,4,alternative
FEWS,More Than Ever,34,0.379,0.966,9,-2.59,0,0.169,7.67e-05,0.565,0.357,0.478,166.153,199863,4,alternative
A Day To Remember,Everything We Need,63,0.464,0.764,8,-5.627,1,0.0324,0.017,0.0,0.101,0.589,81.814,185200,4,alternative
The Sound,Winning,47,0.426,0.721,1,-9.391,0,0.0309,2.73e-05,0.023,0.0867,0.248,151.13,258080,4,alternative
phem,congratulations,51,0.457,0.764,5,-6.419,0,0.193,0.0258,1.98e-06,0.0721,0.61,129.514,132371,5,alternative
L.A. WITCH,Sleep,36,0.363,0.81,4,-4.019,0,0.0397,0.00805,0.508,0.128,0.555,118.581,233320,4,alternative
Vera Sola,The Colony,32,0.595,0.633,0,-8.835,0,0.0595,0.449,0.00438,0.132,0.569,131.166,168347,4,alternative
James,Born Of Frustration,45,0.521,0.935,10,-4.261,1,0.0425,0.0361,1.56e-06,0.277,0.332,111.023,276027,4,alternative
Gorillaz,Stylo (feat. Mos Def and Bobby Womack),64,0.686,0.751,10,-5.747,0,0.0604,0.00604,0.000849,0.0979,0.851,100.222,270520,4,alternative
Wand,The Gift,24,0.43,0.823,4,-8.257,1,0.0396,0.0202,0.0169,0.309,0.492,100.156,245413,4,alternative
